-1.952724782031063739e+02,-1.501325657616866636e+02,6.304299768705849516e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.103177799853011365e+01,2.255977311534897467e+02,2.340075435916388926e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.579441414899424956e+02,-1.178044189095340784e+02,-4.888081590020306777e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.496187561289640087e+02,-2.189000037080747632e+02,-5.946756012464786778e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.265830455450197718e+02,-2.705983799541726853e+01,9.532592076231574652e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.452636637825409238e+01,1.961000976326605496e+02,-1.682828185426550363e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.128342308696147853e+02,-1.420223296166305147e+02,1.147155068412742480e+02,0.000000000000000000e+00,0.000000000000000000e+00
-3.231184405751140503e+02,2.970007946741261051e+01,4.118493519456314544e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.091687201147266393e+02,-2.112088913898179783e+02,-8.560641589965568699e+01,0.000000000000000000e+00,0.000000000000000000e+00
-6.735320038219492744e+01,-1.955141619948497578e+02,9.819890691747590949e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.091544622464680145e+02,4.579230789704649851e+01,-5.239147694694020174e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.253806030681774217e+02,-2.205023689904384696e+02,-7.270032335780928179e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.023556191495582084e+02,-2.033897195065988512e+02,1.034017688661486858e+02,0.000000000000000000e+00,0.000000000000000000e+00
-8.097375575276700488e+01,-2.159195202557814923e+02,2.925348423621349525e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.817302907951533655e+02,4.741806625960395536e+02,-9.420597308145443094e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.068855777905422201e+03,-3.853970186825304154e+02,2.240318796054357620e+01,1.000000000000000000e+00,1.000000000000000000e+00
-2.198709085201940354e+02,2.861039062865088667e+01,-6.848447767135053432e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.799900941824152767e+01,-2.891081864080837818e+02,-2.815377768825766935e+01,0.000000000000000000e+00,0.000000000000000000e+00
-8.148885364449856183e+01,-2.010853884392076054e+02,-6.009746943533810537e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.885739517622920403e+02,-3.291745305114664006e+02,-9.444766355608992114e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.231144040785676985e+01,2.195510141269416522e+02,2.328762705633940016e+02,0.000000000000000000e+00,0.000000000000000000e+00
